2,-0.0400390625, 0.064453125, -1.068359375, -0.853658536585366, 3.963414634146342, -1.524390243902439
4,-0.03857421875, 0.05517578125, -1.0654296875, -0.9756097560975611, 2.5, 0.5487804878048781
6,-0.02685546875, 0.060546875, -1.05859375, 1.402439024390244, 2.804878048780488, 1.6463414634146343
8,-0.033203125, 0.076171875, -1.06494140625, 1.9512195121951221, 4.817073170731708, 0.7926829268292683
10,-0.041015625, 0.07861328125, -1.05126953125, 0.9756097560975611, 5.487804878048781, -0.12195121951219513
12,-0.05224609375, 0.09912109375, -1.0341796875, -0.48780487804878053, 3.963414634146342, 1.402439024390244
14,-0.05615234375, 0.08349609375, -1.064453125, -2.378048780487805, 1.3414634146341464, -0.9756097560975611
16,-0.0537109375, 0.08447265625, -1.060546875, -1.5853658536585367, 1.524390243902439, -1.6463414634146343
18,-0.0439453125, 0.07080078125, -1.06298828125, -3.048780487804878, 1.0975609756097562, -1.9512195121951221
20,-0.05029296875, 0.06640625, -1.07080078125, -3.2926829268292686, 0.0, -1.7682926829268295
22,-0.03515625, 0.0517578125, -1.0673828125, -0.3658536585365854, -0.7926829268292683, -0.7926829268292683
24,-0.0390625, 0.05224609375, -1.06201171875, -1.9512195121951221, 0.0, 0.06097560975609757
26,-0.04150390625, 0.0625, -1.06005859375, -0.12195121951219513, -0.12195121951219513, -0.426829268292683
28,-0.03173828125, 0.0625, -1.06005859375, -0.9756097560975611, 0.30487804878048785, 1.2804878048780488
30,-0.04150390625, 0.0517578125, -1.0771484375, -0.853658536585366, 0.9146341463414634, 0.9146341463414634
32,-0.04833984375, 0.06201171875, -1.07177734375, 1.0975609756097562, 1.8902439024390245, 1.0365853658536586
34,-0.04296875, 0.07763671875, -1.07568359375, 2.073170731707317, 2.378048780487805, 0.48780487804878053
36,-0.04052734375, 0.08203125, -1.07421875, 1.402439024390244, 3.4756097560975614, -0.9146341463414634
38,-0.068359375, 0.0537109375, -1.07861328125, 2.3170731707317076, 2.804878048780488, -0.7317073170731708
40,-0.06201171875, 0.07763671875, -1.072265625, 4.329268292682928, 2.5, -0.9756097560975611
42,-0.0498046875, 0.09814453125, -1.0693359375, 1.6463414634146343, 1.9512195121951221, -2.5
44,-0.0625, 0.07568359375, -1.06298828125, -0.1829268292682927, 0.3658536585365854, -3.048780487804878
46,-0.04345703125, 0.0703125, -1.064453125, 1.1585365853658538, -2.5609756097560976, -0.9146341463414634
48,-0.0419921875, 0.06298828125, -1.07861328125, 1.5853658536585367, -1.707317073170732, -1.829268292682927
